date,overnight_rate,yield_2y,yield_3y,yield_5y,yield_7y,yield_10y,yield_long,usdcad_legacy,usdcad_current,usdcad,yield_spread_10y_2y
2011-07-06,1.0,1.54,1.82,2.26,2.63,3.05,3.5,0.9657,,0.9657,1.5099999999999998
2011-07-07,1.0,1.58,1.86,2.29,2.64,3.06,3.49,0.9586,,0.9586,1.48
2011-07-08,1.0,1.51,1.78,2.24,2.54,2.96,3.41,0.9627,,0.9627,1.45
2011-07-11,1.0,1.42,1.7,2.14,2.46,2.9,3.36,0.9666,,0.9666,1.48
2011-07-12,1.0,1.45,1.72,2.15,2.47,2.9,3.36,0.9668,,0.9668,1.45
2011-07-13,1.0,1.45,1.72,2.18,2.5,2.93,3.38,0.9582,,0.9582,1.4800000000000002
2011-07-14,1.0,1.46,1.74,2.21,2.52,2.95,3.4,0.9585,,0.9585,1.4900000000000002
2011-07-15,1.0,1.41,1.68,2.13,2.44,2.87,3.35,0.9536,,0.9536,1.4600000000000002
2011-07-18,1.0,1.39,1.66,2.12,2.43,2.87,3.36,0.9615,,0.9615,1.4800000000000002
2011-07-19,1.0,1.48,1.74,2.19,2.47,2.89,3.34,0.9506,,0.9506,1.4100000000000001
2011-07-20,1.0,1.52,1.79,2.23,2.53,2.94,3.39,0.9479,,0.9479,1.42
2011-07-21,1.0,1.55,1.81,2.27,2.58,3.0,3.43,0.9451,,0.9451,1.45
2011-07-22,1.0,1.5,1.75,2.2,2.51,2.93,3.39,0.9502,,0.9502,1.4300000000000002
2011-07-25,1.0,1.5,1.74,2.2,2.51,2.93,3.4,0.9449,,0.9449,1.4300000000000002
2011-07-26,1.0,1.48,1.72,2.16,2.47,2.89,3.37,0.9449,,0.9449,1.4100000000000001
2011-07-27,1.0,1.47,1.71,2.15,2.46,2.88,3.35,0.9474,,0.9474,1.41
2011-07-28,1.0,1.48,1.71,2.15,2.46,2.88,3.34,0.9484,,0.9484,1.4
2011-07-29,1.0,1.39,1.62,2.05,2.36,2.79,3.29,0.9538,,0.9538,1.4000000000000001
2011-08-01,1.0,,,,,,,,,,
2011-08-02,1.0,1.25,1.46,1.86,2.19,2.63,3.16,0.958,,0.958,1.38
2011-08-03,1.0,1.25,1.46,1.88,2.22,2.66,3.19,0.9634,,0.9634,1.4100000000000001
2011-08-04,1.0,1.02,1.23,1.66,2.05,2.5,3.09,0.9767,,0.9767,1.48
2011-08-05,1.0,1.08,1.3,1.78,2.16,2.64,3.22,0.9843,,0.9843,1.56
2011-08-08,1.0,0.8,1.03,1.51,1.94,2.47,3.11,0.989,,0.989,1.6700000000000002
2011-08-09,1.0,0.82,1.04,1.5,1.91,2.45,3.07,0.9893,,0.9893,1.6300000000000003
2011-08-10,1.0,0.86,1.01,1.35,1.76,2.32,2.99,0.991,,0.991,1.46
2011-08-11,1.0,0.92,1.07,1.51,1.89,2.46,3.07,0.9892,,0.9892,1.54
2011-08-12,1.0,0.93,1.1,1.52,1.9,2.46,3.09,0.9879,,0.9879,1.5299999999999998
2011-08-15,1.0,1.01,1.17,1.61,1.95,2.5,3.13,0.9838,,0.9838,1.49
2011-08-16,1.0,0.99,1.16,1.57,1.92,2.46,3.11,0.9817,,0.9817,1.47
2011-08-17,1.0,0.96,1.12,1.52,1.86,2.39,3.05,0.982,,0.982,1.4300000000000002
2011-08-18,1.0,0.86,1.02,1.41,1.76,2.3,2.96,0.9901,,0.9901,1.44
2011-08-19,1.0,0.87,1.04,1.42,1.77,2.3,2.96,0.9849,,0.9849,1.4299999999999997
2011-08-22,1.0,0.87,1.04,1.44,1.78,2.3,2.95,0.9901,,0.9901,1.4299999999999997
2011-08-23,1.0,0.95,1.12,1.53,1.87,2.38,3.01,0.9877,,0.9877,1.43
2011-08-24,1.0,1.0,1.17,1.6,1.95,2.46,3.08,0.988,,0.988,1.46
2011-08-25,1.0,0.99,1.16,1.56,1.9,2.4,3.04,0.9843,,0.9843,1.41
2011-08-26,1.0,1.0,1.17,1.57,1.9,2.39,3.01,0.9853,,0.9853,1.3900000000000001
2011-08-29,1.0,1.06,1.24,1.65,1.98,2.46,3.06,0.978,,0.978,1.4
2011-08-30,1.0,1.03,1.2,1.6,1.93,2.4,3.02,0.9793,,0.9793,1.3699999999999999
2011-08-31,1.0,1.08,1.27,1.68,2.02,2.49,3.1,0.9784,,0.9784,1.4100000000000001
2011-09-01,1.0,1.0,1.18,1.58,1.91,2.39,3.03,0.9752,,0.9752,1.3900000000000001
2011-09-02,1.0,0.95,1.12,1.48,1.81,2.3,2.96,0.9815,,0.9815,1.3499999999999999
2011-09-05,1.0,,,,,,,,,,
2011-09-06,1.0,0.86,1.03,1.4,1.75,2.24,2.91,0.991,,0.991,1.3800000000000003
2011-09-07,1.0,0.91,1.09,1.45,1.79,2.27,2.95,0.9883,,0.9883,1.3599999999999999
2011-09-08,1.0,0.89,1.06,1.41,1.74,2.21,2.89,0.9859,,0.9859,1.3199999999999998
2011-09-09,1.0,0.78,0.95,1.29,1.63,2.11,2.81,0.9971,,0.9971,1.3299999999999998
2011-09-12,1.0,0.87,1.03,1.37,1.69,2.14,2.81,0.9957,,0.9957,1.27
2011-09-13,1.0,0.94,1.1,1.43,1.75,2.19,2.83,0.9902,,0.9902,1.25
2011-09-14,1.0,0.93,1.09,1.45,1.76,2.2,2.85,0.9913,,0.9913,1.27
2011-09-15,1.0,1.01,1.17,1.56,1.86,2.29,2.91,0.9869,,0.9869,1.28
2011-09-16,1.0,1.03,1.18,1.55,1.84,2.29,2.92,0.9814,,0.9814,1.26
2011-09-19,1.0,0.93,1.08,1.43,1.72,2.18,2.87,0.9898,,0.9898,1.25
2011-09-20,1.0,0.94,1.08,1.44,1.73,2.2,2.86,0.9924,,0.9924,1.2600000000000002
2011-09-21,1.0,0.91,1.05,1.4,1.67,2.12,2.76,0.9986,,0.9986,1.21
2011-09-22,1.0,0.83,0.97,1.28,1.57,2.02,2.68,1.0329,,1.0329,1.19
2011-09-23,1.0,0.86,1.0,1.35,1.63,2.07,2.7,1.0282,,1.0282,1.21
2011-09-26,1.0,0.93,1.07,1.43,1.71,2.15,2.77,1.0339,,1.0339,1.2199999999999998
2011-09-27,1.0,0.95,1.09,1.46,1.74,2.2,2.82,1.0191,,1.0191,1.2500000000000002
2011-09-28,1.0,0.92,1.07,1.44,1.73,2.19,2.83,1.0225,,1.0225,1.27
2011-09-29,1.0,0.92,1.07,1.45,1.74,2.22,2.84,1.0338,,1.0338,1.3000000000000003
2011-09-30,1.0,0.88,1.02,1.39,1.68,2.15,2.77,1.0389,,1.0389,1.27
2011-10-03,1.0,0.84,0.98,1.31,1.59,2.06,2.69,1.044,,1.044,1.2200000000000002
2011-10-04,1.0,0.88,1.02,1.35,1.64,2.1,2.71,1.0604,,1.0604,1.2200000000000002
2011-10-05,1.0,0.9,1.05,1.4,1.68,2.14,2.73,1.0449,,1.0449,1.2400000000000002
2011-10-06,1.0,0.94,1.09,1.46,1.76,2.22,2.8,1.043,,1.043,1.2800000000000002
2011-10-07,1.0,0.97,1.12,1.49,1.78,2.24,2.82,1.0328,,1.0328,1.2700000000000002
2011-10-10,1.0,,,,,,,,,,
2011-10-11,1.0,0.99,1.15,1.54,1.83,2.3,2.87,1.0287,,1.0287,1.3099999999999998
2011-10-12,1.0,1.02,1.19,1.58,1.88,2.35,2.95,1.0164,,1.0164,1.33
2011-10-13,1.0,0.98,1.14,1.52,1.82,2.29,2.89,1.0238,,1.0238,1.31
2011-10-14,1.0,1.06,1.22,1.62,1.92,2.4,2.97,1.0147,,1.0147,1.3399999999999999
2011-10-17,1.0,0.99,1.15,1.53,1.82,2.29,2.88,1.0152,,1.0152,1.3
2011-10-18,1.0,1.01,1.18,1.55,1.85,2.31,2.91,1.0163,,1.0163,1.3
2011-10-19,1.0,1.04,1.2,1.57,1.86,2.34,2.94,1.0136,,1.0136,1.2999999999999998
2011-10-20,1.0,1.04,1.19,1.56,1.85,2.31,2.93,1.0218,,1.0218,1.27
2011-10-21,1.0,1.08,1.24,1.61,1.9,2.36,2.98,1.0091,,1.0091,1.2799999999999998
2011-10-24,1.0,1.1,1.26,1.63,1.92,2.36,2.99,1.0039,,1.0039,1.2599999999999998
2011-10-25,1.0,0.99,1.15,1.5,1.79,2.26,2.92,1.0144,,1.0144,1.2699999999999998
2011-10-26,1.0,1.08,1.23,1.6,1.9,2.38,3.02,1.0101,,1.0101,1.2999999999999998
2011-10-27,1.0,1.14,1.3,1.7,2.01,2.49,3.13,0.9942,,0.9942,1.3500000000000003
2011-10-28,1.0,1.09,1.24,1.64,1.94,2.43,3.06,0.9957,,0.9957,1.34
2011-10-31,1.0,1.0,1.15,1.51,1.81,2.29,2.92,0.9935,,0.9935,1.29
2011-11-01,1.0,0.92,1.07,1.41,1.69,2.15,2.79,1.0198,,1.0198,1.23
2011-11-02,1.0,0.96,1.11,1.43,1.72,2.17,2.81,1.0126,,1.0126,1.21
2011-11-03,1.0,1.0,1.14,1.48,1.76,2.21,2.86,1.0127,,1.0127,1.21
2011-11-04,1.0,0.93,1.07,1.41,1.69,2.16,2.83,1.018,,1.018,1.23
2011-11-07,1.0,0.94,1.08,1.41,1.69,2.15,2.81,1.0172,,1.0172,1.21
2011-11-08,1.0,0.98,1.11,1.44,1.72,2.18,2.81,1.014,,1.014,1.2000000000000002
2011-11-09,1.0,0.9,1.03,1.35,1.62,2.09,2.73,1.0173,,1.0173,1.19
2011-11-10,1.0,0.93,1.06,1.4,1.67,2.14,2.76,1.019,,1.019,1.21
2011-11-11,1.0,,,,,,,,,,
2011-11-14,1.0,0.91,1.03,1.37,1.64,2.11,2.74,1.0178,,1.0178,1.1999999999999997
2011-11-15,1.0,0.9,1.02,1.37,1.65,2.11,2.74,1.0235,,1.0235,1.21
2011-11-16,1.0,0.89,1.02,1.36,1.63,2.09,2.72,1.0206,,1.0206,1.1999999999999997
2011-11-17,1.0,0.9,1.02,1.36,1.63,2.1,2.71,1.0226,,1.0226,1.2000000000000002
2011-11-18,1.0,0.91,1.03,1.39,1.66,2.13,2.74,1.0262,,1.0262,1.2199999999999998
2011-11-21,1.0,0.9,1.02,1.37,1.64,2.1,2.72,1.0385,,1.0385,1.2000000000000002
2011-11-22,1.0,0.9,1.02,1.36,1.62,2.08,2.68,1.0368,,1.0368,1.1800000000000002
2011-11-23,1.0,0.89,1.0,1.32,1.59,2.04,2.63,1.048,,1.048,1.15
2011-11-24,1.0,0.91,1.0,1.34,1.6,2.05,2.63,1.0469,,1.0469,1.1399999999999997
2011-11-25,1.0,0.95,1.05,1.4,1.66,2.11,2.66,1.0487,,1.0487,1.16
2011-11-28,1.0,0.97,1.07,1.42,1.68,2.12,2.67,1.0327,,1.0327,1.1500000000000001
2011-11-29,1.0,1.0,1.09,1.43,1.69,2.13,2.67,1.0296,,1.0296,1.13
2011-11-30,1.0,1.01,1.1,1.46,1.71,2.15,2.69,1.0197,,1.0197,1.14
2011-12-01,1.0,0.93,1.02,1.4,1.66,2.13,2.69,1.0174,,1.0174,1.1999999999999997
2011-12-02,1.0,0.9,0.99,1.36,1.63,2.12,2.68,1.0165,,1.0165,1.2200000000000002
2011-12-05,1.0,0.88,0.97,1.33,1.61,2.09,2.66,1.0141,,1.0141,1.21
2011-12-06,1.0,0.92,1.01,1.38,1.65,2.13,2.68,1.0117,,1.0117,1.21
2011-12-07,1.0,0.89,0.97,1.33,1.59,2.06,2.63,1.0105,,1.0105,1.17
2011-12-08,1.0,0.85,0.93,1.26,1.53,1.99,2.58,1.0193,,1.0193,1.1400000000000001
2011-12-09,1.0,0.9,0.97,1.33,1.6,2.06,2.65,1.0201,,1.0201,1.1600000000000001
2011-12-12,1.0,0.88,0.94,1.28,1.54,2.01,2.62,1.0275,,1.0275,1.13
2011-12-13,1.0,0.87,0.93,1.26,1.52,1.98,2.57,1.0284,,1.0284,1.1099999999999999
2011-12-14,1.0,0.86,0.93,1.25,1.5,1.95,2.54,1.0406,,1.0406,1.0899999999999999
2011-12-15,1.0,0.86,0.92,1.22,1.47,1.93,2.52,1.0337,,1.0337,1.0699999999999998
2011-12-16,1.0,0.85,0.9,1.18,1.42,1.87,2.46,1.0388,,1.0388,1.02
2011-12-19,1.0,0.84,0.89,1.17,1.4,1.84,2.42,1.0364,,1.0364,1.0
2011-12-20,1.0,0.88,0.94,1.24,1.48,1.93,2.46,1.0285,,1.0285,1.0499999999999998
2011-12-21,1.0,0.89,0.95,1.25,1.49,1.95,2.49,1.0286,,1.0286,1.06
2011-12-22,1.0,0.9,0.96,1.25,1.49,1.95,2.5,1.0214,,1.0214,1.0499999999999998
2011-12-23,1.0,0.93,0.99,1.31,1.55,2.01,2.55,1.0208,,1.0208,1.0799999999999996
2011-12-26,1.0,,,,,,,,,,
2011-12-27,1.0,,,,,,,,,,
2011-12-28,1.0,0.93,0.99,1.28,1.52,1.96,2.5,1.0234,,1.0234,1.0299999999999998
2011-12-29,1.0,0.95,1.0,1.27,1.51,1.94,2.5,1.021,,1.021,0.99
2011-12-30,1.0,0.95,0.99,1.27,1.51,1.94,2.49,1.017,,1.017,0.99
2012-01-02,1.0,,,,,,,,,,
2012-01-03,1.0,0.98,1.02,1.31,1.54,1.99,2.55,1.009,,1.009,1.01
2012-01-04,1.0,0.97,1.01,1.3,1.54,1.99,2.57,1.0135,,1.0135,1.02
2012-01-05,1.0,0.96,1.0,1.29,1.52,1.97,2.55,1.0197,,1.0197,1.01
2012-01-06,1.0,0.93,0.97,1.25,1.47,1.94,2.52,1.0232,,1.0232,1.0099999999999998
2012-01-09,1.0,0.94,0.98,1.26,1.49,1.95,2.52,1.0272,,1.0272,1.01
2012-01-10,1.0,0.97,1.0,1.29,1.52,1.98,2.54,1.0164,,1.0164,1.01
2012-01-11,1.0,0.95,0.98,1.26,1.47,1.93,2.51,1.0192,,1.0192,0.98
2012-01-12,1.0,0.97,1.01,1.3,1.52,1.98,2.54,1.0198,,1.0198,1.01
2012-01-13,1.0,0.95,0.98,1.26,1.48,1.93,2.51,1.0245,,1.0245,0.98
2012-01-16,1.0,0.96,1.0,1.28,1.5,1.94,2.51,1.017,,1.017,0.98
2012-01-17,1.0,0.96,0.99,1.26,1.48,1.92,2.5,1.0132,,1.0132,0.96
2012-01-18,1.0,0.99,1.02,1.3,1.52,1.96,2.53,1.014,,1.014,0.97
2012-01-19,1.0,1.02,1.06,1.35,1.57,2.0,2.57,1.0095,,1.0095,0.98
2012-01-20,1.0,1.04,1.09,1.4,1.61,2.06,2.63,1.0143,,1.0143,1.02
2012-01-23,1.0,1.05,1.1,1.42,1.64,2.08,2.66,1.008,,1.008,1.03
2012-01-24,1.0,1.04,1.1,1.41,1.63,2.08,2.67,1.0097,,1.0097,1.04
2012-01-25,1.0,1.02,1.06,1.36,1.58,2.04,2.64,1.012,,1.012,1.02
2012-01-26,1.0,1.01,1.05,1.33,1.56,2.02,2.62,0.9986,,0.9986,1.01
2012-01-27,1.0,1.0,1.04,1.31,1.54,1.99,2.6,1.0013,,1.0013,0.99
2012-01-30,1.0,0.98,1.03,1.28,1.5,1.94,2.55,1.0032,,1.0032,0.96
2012-01-31,1.0,0.96,1.0,1.25,1.47,1.89,2.5,1.0052,,1.0052,0.9299999999999999
2012-02-01,1.0,0.98,1.02,1.26,1.48,1.9,2.52,0.9971,,0.9971,0.9199999999999999
2012-02-02,1.0,0.99,1.04,1.29,1.51,1.94,2.55,0.9985,,0.9985,0.95
2012-02-03,1.0,1.04,1.09,1.35,1.57,2.01,2.61,0.9945,,0.9945,0.9699999999999998
2012-02-06,1.0,1.02,1.07,1.33,1.55,1.98,2.57,0.9954,,0.9954,0.96
2012-02-07,1.0,1.04,1.1,1.38,1.6,2.04,2.62,0.9948,,0.9948,1.0
2012-02-08,1.0,1.07,1.13,1.41,1.63,2.06,2.64,0.997,,0.997,0.99
2012-02-09,1.0,1.09,1.15,1.44,1.66,2.09,2.64,0.9941,,0.9941,0.9999999999999998
2012-02-10,1.0,1.07,1.13,1.41,1.62,2.05,2.62,1.0016,,1.0016,0.9799999999999998
2012-02-13,1.0,1.08,1.14,1.41,1.63,2.07,2.64,0.9996,,0.9996,0.9899999999999998
2012-02-14,1.0,1.06,1.12,1.38,1.59,2.02,2.6,0.9991,,0.9991,0.96
2012-02-15,1.0,1.05,1.12,1.37,1.58,2.01,2.59,0.9965,,0.9965,0.9599999999999997
2012-02-16,1.0,1.07,1.13,1.38,1.6,2.03,2.61,0.9962,,0.9962,0.9599999999999997
2012-02-17,1.0,1.09,1.22,1.47,1.62,2.05,2.64,0.997,,0.997,0.9599999999999997
2012-02-20,1.0,,,,,,,0.9924,,0.9924,
2012-02-21,1.0,1.11,1.23,1.5,1.66,2.09,2.66,0.9955,,0.9955,0.9799999999999998
2012-02-22,1.0,1.1,1.22,1.48,1.63,2.05,2.64,1.0,,1.0,0.9499999999999997
2012-02-23,1.0,1.09,1.21,1.47,1.62,2.05,2.64,0.9985,,0.9985,0.9599999999999997
2012-02-24,1.0,1.07,1.19,1.43,1.58,2.02,2.64,0.9988,,0.9988,0.95
2012-02-27,1.0,1.06,1.18,1.42,1.57,2.0,2.62,0.9983,,0.9983,0.94
2012-02-28,1.0,1.07,1.19,1.41,1.56,1.98,2.6,0.9956,,0.9956,0.9099999999999999
2012-02-29,1.0,1.1,1.22,1.44,1.58,1.98,2.6,0.9866,,0.9866,0.8799999999999999
2012-03-01,1.0,1.1,1.22,1.45,1.59,2.0,2.61,0.9849,,0.9849,0.8999999999999999
2012-03-02,1.0,1.1,1.2,1.42,1.55,1.96,2.58,0.9888,,0.9888,0.8599999999999999
2012-03-05,1.0,1.11,1.21,1.43,1.57,1.98,2.58,0.9936,,0.9936,0.8699999999999999
2012-03-06,1.0,1.08,1.18,1.39,1.53,1.94,2.55,1.0015,,1.0015,0.8599999999999999
2012-03-07,1.0,1.12,1.22,1.43,1.57,1.97,2.57,0.9993,,0.9993,0.8499999999999999
2012-03-08,1.0,1.17,1.27,1.5,1.62,2.01,2.59,0.9921,,0.9921,0.8399999999999999
2012-03-09,1.0,1.17,1.28,1.49,1.61,2.01,2.59,0.9895,,0.9895,0.8399999999999999
2012-03-12,1.0,1.17,1.27,1.49,1.61,1.99,2.58,0.9935,,0.9935,0.8200000000000001
2012-03-13,1.0,1.2,1.31,1.55,1.67,2.06,2.63,0.9905,,0.9905,0.8600000000000001
2012-03-14,1.0,1.24,1.36,1.63,1.75,2.17,2.7,0.9915,,0.9915,0.9299999999999999
2012-03-15,1.0,1.27,1.4,1.67,1.8,2.21,2.74,0.9929,,0.9929,0.94
2012-03-16,1.0,1.28,1.42,1.7,1.83,2.24,2.77,0.9914,,0.9914,0.9600000000000002
2012-03-19,1.0,1.29,1.43,1.73,1.87,2.29,2.81,0.988,,0.988,1.0
2012-03-20,1.0,1.29,1.44,1.74,1.88,2.28,2.81,0.9933,,0.9933,0.9899999999999998
2012-03-21,1.0,1.28,1.42,1.71,1.85,2.24,2.77,0.9931,,0.9931,0.9600000000000002
2012-03-22,1.0,1.24,1.39,1.67,1.81,2.2,2.73,1.0003,,1.0003,0.9600000000000002
2012-03-23,1.0,1.23,1.38,1.65,1.79,2.18,2.72,0.9982,,0.9982,0.9500000000000002
2012-03-26,1.0,1.24,1.39,1.65,1.8,2.19,2.72,0.9922,,0.9922,0.95
2012-03-27,1.0,1.21,1.34,1.59,1.74,2.12,2.67,0.9928,,0.9928,0.9100000000000001
2012-03-28,1.0,1.19,1.32,1.57,1.72,2.12,2.67,0.9984,,0.9984,0.9300000000000002
2012-03-29,1.0,1.18,1.31,1.55,1.69,2.08,2.64,0.9999,,0.9999,0.9000000000000001
2012-03-30,1.0,1.2,1.33,1.57,1.72,2.11,2.66,0.9991,,0.9991,0.9099999999999999
2012-04-02,1.0,1.21,1.34,1.58,1.73,2.13,2.66,0.9917,,0.9917,0.9199999999999999
2012-04-03,1.0,1.26,1.39,1.66,1.8,2.19,2.73,0.991,,0.991,0.9299999999999999
2012-04-04,1.0,1.22,1.35,1.61,1.75,2.13,2.68,0.9962,,0.9962,0.9099999999999999
2012-04-05,1.0,1.25,1.39,1.64,1.77,2.13,2.68,0.9928,,0.9928,0.8799999999999999
2012-04-06,1.0,,,,,,,,,,
2012-04-09,1.0,1.23,1.36,1.59,1.72,2.07,2.63,0.9972,,0.9972,0.8399999999999999
2012-04-10,1.0,1.19,1.31,1.5,1.64,1.98,2.55,1.0028,,1.0028,0.79
2012-04-11,1.0,1.21,1.34,1.54,1.67,2.01,2.58,1.0039,,1.0039,0.7999999999999998
2012-04-12,1.0,1.23,1.36,1.57,1.71,2.05,2.6,0.995,,0.995,0.8199999999999998
2012-04-13,1.0,1.2,1.32,1.51,1.65,1.99,2.55,0.9979,,0.9979,0.79
2012-04-16,1.0,1.23,1.35,1.54,1.68,2.01,2.57,1.0024,,1.0024,0.7799999999999998
2012-04-17,1.0,1.33,1.45,1.63,1.76,2.07,2.61,0.9878,,0.9878,0.7399999999999998
2012-04-18,1.0,1.32,1.43,1.61,1.74,2.04,2.59,0.9902,,0.9902,0.72
2012-04-19,1.0,1.33,1.44,1.62,1.74,2.04,2.58,0.9927,,0.9927,0.71
2012-04-20,1.0,1.35,1.47,1.64,1.76,2.06,2.61,0.9911,,0.9911,0.71
2012-04-23,1.0,1.36,1.47,1.63,1.75,2.04,2.59,0.9936,,0.9936,0.6799999999999999
2012-04-24,1.0,1.41,1.52,1.68,1.79,2.07,2.62,0.9883,,0.9883,0.6599999999999999
2012-04-25,1.0,1.43,1.53,1.69,1.81,2.1,2.65,0.9848,,0.9848,0.6700000000000002
2012-04-26,1.0,1.37,1.47,1.62,1.74,2.05,2.61,0.9841,,0.9841,0.6799999999999997
2012-04-27,1.0,1.43,1.53,1.67,1.79,2.09,2.63,0.9807,,0.9807,0.6599999999999999
2012-04-30,1.0,1.34,1.44,1.6,1.73,2.04,2.61,0.9884,,0.9884,0.7
2012-05-01,1.0,1.33,1.43,1.6,1.73,2.05,2.61,0.9839,,0.9839,0.7199999999999998
2012-05-02,1.0,1.31,1.41,1.58,1.7,2.02,2.59,0.9891,,0.9891,0.71
2012-05-03,1.0,1.3,1.4,1.56,1.69,2.0,2.59,0.9868,,0.9868,0.7
2012-05-04,1.0,1.25,1.35,1.51,1.71,2.02,2.54,0.9956,,0.9956,0.77
2012-05-07,1.0,1.27,1.37,1.52,1.71,2.02,2.54,0.9935,,0.9935,0.75
2012-05-08,1.0,1.22,1.32,1.48,1.67,1.97,2.5,0.9997,,0.9997,0.75
2012-05-09,1.0,1.22,1.32,1.48,1.68,1.99,2.51,1.0015,,1.0015,0.77
2012-05-10,1.0,1.24,1.33,1.48,1.68,1.99,2.5,1.0017,,1.0017,0.75
2012-05-11,1.0,1.3,1.37,1.49,1.68,1.97,2.47,0.9968,,0.9968,0.6699999999999999
2012-05-14,1.0,1.27,1.34,1.46,1.65,1.94,2.44,1.0019,,1.0019,0.6699999999999999
2012-05-15,1.0,1.29,1.35,1.46,1.65,1.93,2.45,1.0029,,1.0029,0.6399999999999999
2012-05-16,1.0,1.27,1.34,1.46,1.64,1.93,2.45,1.0102,,1.0102,0.6599999999999999
2012-05-17,1.0,1.22,1.26,1.39,1.59,1.88,2.42,1.0164,,1.0164,0.6599999999999999
2012-05-18,1.0,1.22,1.26,1.42,1.61,1.89,2.43,1.021,,1.021,0.6699999999999999
2012-05-21,1.0,,,,,,,,,,
2012-05-22,1.0,1.21,1.26,1.43,1.63,1.91,2.44,1.0191,,1.0191,0.7
2012-05-23,1.0,1.16,1.2,1.4,1.6,1.88,2.4,1.0275,,1.0275,0.72
2012-05-24,1.0,1.14,1.19,1.38,1.59,1.86,2.4,1.0275,,1.0275,0.7200000000000002
2012-05-25,1.0,1.07,1.13,1.31,1.53,1.8,2.35,1.0285,,1.0285,0.73
2012-05-28,1.0,1.09,1.14,1.32,1.56,1.84,2.37,1.0241,,1.0241,0.75
2012-05-29,1.0,1.16,1.21,1.38,1.6,1.87,2.39,1.0253,,1.0253,0.7100000000000002
2012-05-30,1.0,1.11,1.16,1.31,1.51,1.79,2.33,1.0286,,1.0286,0.6799999999999999
2012-05-31,1.0,1.06,1.11,1.25,1.46,1.74,2.29,1.0349,,1.0349,0.6799999999999999
2012-06-01,1.0,0.88,0.92,1.06,1.34,1.62,2.21,1.038,,1.038,0.7400000000000001
2012-06-04,1.0,0.97,1.01,1.15,1.39,1.68,2.23,1.0418,,1.0418,0.71
2012-06-05,1.0,0.99,1.03,1.2,1.45,1.74,2.28,1.0414,,1.0414,0.75
2012-06-06,1.0,1.05,1.09,1.27,1.51,1.8,2.35,1.0297,,1.0297,0.75
2012-06-07,1.0,1.04,1.08,1.27,1.5,1.8,2.36,1.0244,,1.0244,0.76
2012-06-08,1.0,1.04,1.08,1.29,1.5,1.81,2.36,1.0332,,1.0332,0.77
2012-06-11,1.0,1.0,1.04,1.23,1.46,1.76,2.33,1.0283,,1.0283,0.76
2012-06-12,1.0,1.02,1.06,1.27,1.49,1.8,2.37,1.0268,,1.0268,0.78
2012-06-13,1.0,1.03,1.08,1.25,1.46,1.77,2.35,1.027,,1.027,0.74
2012-06-14,1.0,1.04,1.09,1.28,1.49,1.79,2.37,1.0247,,1.0247,0.75
2012-06-15,1.0,0.96,1.01,1.19,1.42,1.72,2.33,1.0244,,1.0244,0.76
2012-06-18,1.0,0.98,1.02,1.19,1.4,1.71,2.34,1.0266,,1.0266,0.73
2012-06-19,1.0,1.04,1.08,1.24,1.45,1.76,2.36,1.0178,,1.0178,0.72
2012-06-20,1.0,1.09,1.13,1.29,1.48,1.77,2.36,1.0194,,1.0194,0.6799999999999999
2012-06-21,1.0,1.05,1.09,1.26,1.46,1.75,2.32,1.0251,,1.0251,0.7
2012-06-22,1.0,1.06,1.11,1.3,1.51,1.8,2.36,1.026,,1.026,0.74
2012-06-25,1.0,0.99,1.04,1.23,1.44,1.73,2.3,1.0303,,1.0303,0.74
2012-06-26,1.0,1.01,1.06,1.25,1.46,1.75,2.32,1.0265,,1.0265,0.74
2012-06-27,1.0,0.99,1.04,1.21,1.44,1.72,2.32,1.0257,,1.0257,0.73
2012-06-28,1.0,0.96,1.0,1.17,1.4,1.68,2.29,1.0333,,1.0333,0.72
2012-06-29,1.0,1.03,1.08,1.25,1.46,1.74,2.33,1.0191,,1.0191,0.71
2012-07-02,1.0,,,,,,,,,,
2012-07-03,1.0,1.04,1.09,1.26,1.47,1.74,2.32,1.0123,,1.0123,0.7
2012-07-04,1.0,1.03,1.08,1.23,1.44,1.71,2.3,1.0128,,1.0128,0.6799999999999999
2012-07-05,1.0,1.02,1.07,1.24,1.45,1.72,2.31,1.0131,,1.0131,0.7
2012-07-06,1.0,0.98,1.03,1.21,1.42,1.69,2.29,1.0199,,1.0199,0.71
2012-07-09,1.0,0.96,1.01,1.17,1.39,1.66,2.27,1.0212,,1.0212,0.7
2012-07-10,1.0,0.97,1.02,1.18,1.39,1.65,2.27,1.0203,,1.0203,0.6799999999999999
2012-07-11,1.0,0.99,1.04,1.2,1.41,1.67,2.28,1.0195,,1.0195,0.6799999999999999
2012-07-12,1.0,0.97,1.01,1.16,1.37,1.63,2.24,1.0214,,1.0214,0.6599999999999999
2012-07-13,1.0,0.99,1.04,1.18,1.38,1.64,2.25,1.0151,,1.0151,0.6499999999999999
2012-07-16,1.0,0.96,1.01,1.16,1.37,1.62,2.25,1.0157,,1.0157,0.6600000000000001
2012-07-17,1.0,0.97,1.02,1.17,1.38,1.64,2.26,1.0141,,1.0141,0.6699999999999999
2012-07-18,1.0,0.96,1.01,1.15,1.36,1.62,2.24,1.0112,,1.0112,0.6600000000000001
2012-07-19,1.0,0.98,1.03,1.18,1.4,1.65,2.27,1.0077,,1.0077,0.6699999999999999
